,samp,Sample.ID,Site,Site.Name,Region,Project,Objective,Type,Species_sample,Sample.Type,Site.Status,Month,Year,Site_Num,Date,Vulnerable,Epidemic,Endemic,Sediment,Coral,Water,Zone,Types,Vul_coral,End_coral,Epi_coral,Vul_sed,End_sed,Epi_sed,Vul_wat,End_wat,Epi_wat
CG.SINT.En4,CG.SINT.En4_S6,CG.SINT.En4_S6,NA,Cliff.Green,Lower Keys,EPA2,cor,Coral,SINT,Healthy,Endemic,February,2021,3,2/12/21,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
CG.SINT.En5,CG.SINT.En5_S6,CG.SINT.En5_S6,NA,Cliff.Green,Lower Keys,EPA2,cor,Coral,SINT,Healthy,Endemic,February,2021,3,2/12/21,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
CG.SINT.En6,CG.SINT.En6_S6,CG.SINT.En6_S6,NA,Cliff.Green,Lower Keys,EPA2,cor,Coral,SINT,Healthy,Endemic,February,2021,3,2/12/21,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
CG.En1.S,CG.En1.S_S7,CG.En1.S_S7,NA,Cliff.Green,Lower Keys,EPA2,sed,Sediment,Sediment,NA,Endemic,February,2021,3,2/13/21,0,0,1,1,0,0,1,3,0,0,0,0,1,0,0,0,0
CG.En10.S,CG.En10.S_S7,CG.En10.S_S7,NA,Cliff.Green,Lower Keys,EPA2,sed,Sediment,Sediment,NA,Endemic,February,2021,3,2/13/21,0,0,1,1,0,0,1,3,0,0,0,0,1,0,0,0,0
CG.En11.S,CG.En11.S_S7,CG.En11.S_S7,NA,Cliff.Green,Lower Keys,EPA2,sed,Sediment,Sediment,NA,Endemic,February,2021,3,2/13/21,0,0,1,1,0,0,1,3,0,0,0,0,1,0,0,0,0
CG.En2.S,CG.En2.S_S7,CG.En2.S_S7,NA,Cliff.Green,Lower Keys,EPA2,sed,Sediment,Sediment,NA,Endemic,February,2021,3,2/13/21,0,0,1,1,0,0,1,3,0,0,0,0,1,0,0,0,0
CG.En3.S,CG.En3.S_S7,CG.En3.S_S7,NA,Cliff.Green,Lower Keys,EPA2,sed,Sediment,Sediment,NA,Endemic,February,2021,3,2/13/21,0,0,1,1,0,0,1,3,0,0,0,0,1,0,0,0,0
CG.En4.S,CG.En4.S_S7,CG.En4.S_S7,NA,Cliff.Green,Lower Keys,EPA2,sed,Sediment,Sediment,NA,Endemic,February,2021,3,2/13/21,0,0,1,1,0,0,1,3,0,0,0,0,1,0,0,0,0
CG.En5.S,CG.En5.S_S7,CG.En5.S_S7,NA,Cliff.Green,Lower Keys,EPA2,sed,Sediment,Sediment,NA,Endemic,February,2021,3,2/13/21,0,0,1,1,0,0,1,3,0,0,0,0,1,0,0,0,0
CG.En6.S,CG.En6.S_S7,CG.En6.S_S7,NA,Cliff.Green,Lower Keys,EPA2,sed,Sediment,Sediment,NA,Endemic,February,2021,3,2/13/21,0,0,1,1,0,0,1,3,0,0,0,0,1,0,0,0,0
CG.En8.S,CG.En8.S_S7,CG.En8.S_S7,NA,Cliff.Green,Lower Keys,EPA2,sed,Sediment,Sediment,NA,Endemic,February,2021,3,2/13/21,0,0,1,1,0,0,1,3,0,0,0,0,1,0,0,0,0
CG.En9.S,CG.En9.S_S7,CG.En9.S_S7,NA,Cliff.Green,Lower Keys,EPA2,sed,Sediment,Sediment,NA,Endemic,February,2021,3,2/13/21,0,0,1,1,0,0,1,3,0,0,0,0,1,0,0,0,0
CG.En1.W,CG.En1.W_S8,CG.En1.W_S8,NA,Cliff.Green,Lower Keys,EPA2,water,Water,Water,NA,Endemic,February,2021,3,2/13/21,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,1,0
CG.En11.W,CG.En11.W_S9,CG.En11.W_S9,NA,Cliff.Green,Lower Keys,EPA2,water,Water,Water,NA,Endemic,February,2021,3,2/13/21,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,1,0
CG.En12.W,CG.En12.W_S9,CG.En12.W_S9,NA,Cliff.Green,Lower Keys,EPA2,water,Water,Water,NA,Endemic,February,2021,3,2/13/21,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,1,0
CG.En2.W,CG.En2.W_S9,CG.En2.W_S9,NA,Cliff.Green,Lower Keys,EPA2,water,Water,Water,NA,Endemic,February,2021,3,2/13/21,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,1,0
CG.En3.W,CG.En3.W_S9,CG.En3.W_S9,NA,Cliff.Green,Lower Keys,EPA2,water,Water,Water,NA,Endemic,February,2021,3,2/13/21,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,1,0
CG.En4.W,CG.En4.W_S9,CG.En4.W_S9,NA,Cliff.Green,Lower Keys,EPA2,water,Water,Water,NA,Endemic,February,2021,3,2/13/21,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,1,0
CG.En5.W,CG.En5.W_S9,CG.En5.W_S9,NA,Cliff.Green,Lower Keys,EPA2,water,Water,Water,NA,Endemic,February,2021,3,2/13/21,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,1,0
CG.En7.W,CG.En7.W_S9,CG.En7.W_S9,NA,Cliff.Green,Lower Keys,EPA2,water,Water,Water,NA,Endemic,February,2021,3,2/13/21,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,1,0
CG.En8.W,CG.En8.W_S9,CG.En8.W_S9,NA,Cliff.Green,Lower Keys,EPA2,water,Water,Water,NA,Endemic,February,2021,3,2/13/21,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,1,0
CG.En9.W,CG.En9.W_S9,CG.En9.W_S9,NA,Cliff.Green,Lower Keys,EPA2,water,Water,Water,NA,Endemic,February,2021,3,2/13/21,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,1,0
